Model,New,Old,Diff.
11675,16.5122,12.775,3.7371
11674,16.5122,12.775,3.7371
17924,52.5918,56.3297,3.7379
17525,52.5918,56.3297,3.7379
716,6.6616,10.4001,3.7385
10153,32.9957,36.7356,3.7399
3510,4.9084,8.6502,3.7418
17573,14.0823,17.8248,3.7424
17885,14.0823,17.8248,3.7424
1380,16.1206,19.8685,3.7479
9346,24.9316,21.1828,3.7487
11569,37.3077,41.0591,3.7513
11471,37.3077,41.0591,3.7513
10380,41.3593,45.1138,3.7545
10523,41.3593,45.1138,3.7545
12934,23.2686,27.0284,3.7598
16257,116.7469,112.9844,3.7625
16552,116.7469,112.9844,3.7625
13725,32.0786,28.3081,3.7704
13855,32.0786,28.3081,3.7704
8929,92.9693,89.1921,3.7771
8499,92.9693,89.1921,3.7771
4852,182.7574,178.9615,3.7959
4918,182.7574,178.9615,3.7959
3733,25.8389,29.6359,3.797
3607,25.8389,29.6359,3.797
6364,56.1143,52.3138,3.8005
6365,56.1143,52.3138,3.8005
4118,48.7414,44.9353,3.806
4008,48.7414,44.9353,3.806
1383,33.0848,36.8927,3.8079
8003,159.9861,156.1743,3.8117
8092,159.9861,156.1743,3.8117
12879,155.928,152.112,3.8159
13304,155.928,152.112,3.8159
661,5.7324,9.5499,3.8175
4474,260.5869,256.7663,3.8206
4341,260.5869,256.7663,3.8206
10690,84.1521,80.3304,3.8216
10403,84.1521,80.3304,3.8216
16347,12.6213,16.4462,3.8249
16343,12.6213,16.4476,3.8263
14606,92.0319,95.8615,3.8295
3605,25.8389,29.6818,3.8429
3734,25.8389,29.6818,3.8429
4661,80.9569,77.1137,3.8432
4660,80.9569,77.1137,3.8432
13744,50.3762,54.2227,3.8464
3767,16.7371,12.89,3.8471
3765,16.7371,12.89,3.8471
9870,18.1411,21.9905,3.8493
9618,18.1411,21.9905,3.8493
10055,44.4111,48.2764,3.8653
10162,44.4111,48.2764,3.8653
5730,20.3915,24.2615,3.87
5943,20.3915,24.2615,3.87
18345,148.017,144.1449,3.872
18489,148.017,144.1449,3.872
13116,90.9074,87.0328,3.8746
12882,90.9074,87.0328,3.8746
6977,33.4675,37.3452,3.8777
7173,33.4675,37.3452,3.8777
3369,23.1853,19.3061,3.8792
3269,23.1853,19.3061,3.8792
10256,57.7455,61.631,3.8854
10047,57.7455,61.631,3.8854
10299,172.8929,176.7791,3.8861
10294,172.8929,176.7791,3.8861
6868,70.1649,74.0529,3.8879
7147,70.1649,74.0529,3.8879
13095,149.5433,145.6513,3.892
13161,149.5433,145.6513,3.892
16317,15.1313,11.2379,3.8934
6342,68.2139,64.3186,3.8953
6475,68.2139,64.3186,3.8953
4022,12.6444,16.5408,3.8963
4191,12.6444,16.5408,3.8963
5657,35.4853,31.5853,3.9
5655,35.4853,31.5853,3.9
18477,57.018,60.9186,3.9005
18539,57.018,60.9186,3.9005
891,1.7076,5.6156,3.9079
12904,143.7242,139.8126,3.9116
13291,143.7242,139.8126,3.9116
10730,166.7629,162.8466,3.9162
10601,166.7629,162.8466,3.9162
11529,141.3963,137.4767,3.9195
11574,141.3963,137.4767,3.9195
10379,41.4019,45.3258,3.9239
10524,41.4019,45.3258,3.9239
16328,34.4037,38.3297,3.9259
10613,71.1009,67.1749,3.926
10652,71.1009,67.1749,3.926
11593,177.4714,173.5387,3.9326
11521,177.4714,173.5387,3.9326
4554,48.449,44.5144,3.9346
4620,48.449,44.5144,3.9346
16294,21.9303,17.9953,3.9349
17260,99.1917,95.2535,3.9381
17261,99.1917,95.2535,3.9381
1395,42.9505,46.8927,3.9421
13393,91.4897,87.5465,3.9432
12902,91.4897,87.5465,3.9432
11220,100.5038,96.5586,3.9452
10935,100.5038,96.5586,3.9452
18554,13.8802,17.8267,3.9464
18552,13.8802,17.8267,3.9464
16221,176.4621,172.5101,3.952
16486,176.4621,172.5101,3.952
13262,9.5385,13.4935,3.9549
12949,9.5385,13.4935,3.9549
7584,109.682,105.7267,3.9553
7716,109.682,105.7267,3.9553
3705,24.4172,28.3734,3.9562
3704,24.4172,28.3734,3.9562
6339,64.2823,60.3256,3.9566
6336,64.2823,60.3256,3.9566
13197,8.8133,12.785,3.9716
13033,69.1243,65.1444,3.9798
5614,42.662,38.6756,3.9864
5643,42.662,38.6756,3.9864
13298,30.2579,34.2492,3.9912
13295,30.2579,34.2492,3.9912
9848,40.7264,36.7338,3.9926
9549,40.7264,36.7338,3.9926
8625,32.8477,36.845,3.9972
8794,32.8477,36.845,3.9972
13189,8.8081,12.807,3.9989
9999,76.4486,72.4404,4.0081
9911,76.4486,72.4404,4.0081
10884,51.4732,47.4547,4.0184
10763,51.4732,47.4547,4.0184
9079,43.1429,39.1239,4.0189
9078,43.1429,39.1239,4.0189
16703,58.3361,54.3123,4.0237
16130,58.3361,54.3123,4.0237
17001,45.1071,49.1349,4.0277
17341,45.1071,49.1349,4.0277
6190,76.6745,80.7033,4.0287
6188,76.6745,80.7033,4.0287
7049,199.0084,194.9789,4.0295
7108,199.0084,194.9789,4.0295
4126,73.4537,69.4206,4.0331
4125,73.4537,69.4206,4.0331
14798,10.3859,14.427,4.0411
13462,156.6397,152.5976,4.0421
13072,156.6397,152.5976,4.0421
10296,99.1615,103.221,4.0594
10297,99.1615,103.221,4.0594
6149,36.5896,40.6498,4.0601
6150,36.5896,40.6498,4.0601
9077,37.2499,33.1885,4.0614
9076,37.2499,33.1885,4.0614
673,2.7852,6.8485,4.0633
17691,70.0403,65.9744,4.0659
17741,70.0403,65.9744,4.0659
16341,12.8455,16.9168,4.0712
16353,12.8455,16.9168,4.0712
16351,12.8455,16.9175,4.0719
5752,84.8732,80.7998,4.0733
5833,84.8732,80.7998,4.0733
8466,185.7847,181.7085,4.0762
8745,185.7847,181.7085,4.0762
8242,38.4861,42.5658,4.0797
8243,38.4861,42.5658,4.0797
9771,57.6831,61.7707,4.0875
9547,57.6831,61.7707,4.0875
10668,45.782,41.6931,4.0889
10633,45.782,41.6931,4.0889
17034,38.1002,34.007,4.0931
13259,14.3493,18.4433,4.094
12946,14.3493,18.4433,4.094
13733,64.0792,59.9818,4.0973
13780,64.0792,59.9818,4.0973
16387,13.7863,17.8951,4.1087
16769,13.7863,17.8951,4.1087
1694,8.4571,12.5683,4.1112
8038,47.8195,51.9345,4.115
8125,47.8195,51.9345,4.115
14655,10.971,15.0964,4.1254
3602,14.0884,18.2175,4.129
3726,14.0884,18.2175,4.129
5974,39.0462,43.1776,4.1313
5886,39.0462,43.1776,4.1313
5133,95.1913,99.3296,4.1382
5257,95.1913,99.3296,4.1382
17257,88.3556,84.2111,4.1444
17256,88.3556,84.2111,4.1444
9055,62.9376,67.084,4.1463
9059,62.9376,67.084,4.1463
17272,89.8268,85.6758,4.151
17271,89.8268,85.6758,4.151
10320,140.2814,136.1254,4.1559
10493,140.2814,136.1254,4.1559
17219,79.1835,75.0268,4.1567
17218,79.1835,75.0268,4.1567
17945,122.976,127.1333,4.1572
17944,122.976,127.1333,4.1572
16266,46.153,41.9943,4.1587
5955,30.3377,34.5077,4.17
5709,30.3377,34.5077,4.17
10966,77.6293,81.8107,4.1814
11050,77.6293,81.8107,4.1814
10825,69.5789,73.7716,4.1926
4065,42.2539,38.0534,4.2005
781,1.2989,5.5014,4.2024
9457,115.6782,111.4745,4.2037
9216,115.6782,111.4745,4.2037
5210,37.4156,41.6286,4.213
5122,37.4156,41.6286,4.213
6312,61.4452,57.2316,4.2135
6446,61.4452,57.2316,4.2135
3603,25.18,29.3963,4.2162
3735,25.18,29.3963,4.2162
4534,175.0215,170.805,4.2164
4355,175.0215,170.805,4.2164
16451,158.6244,154.4071,4.2173
16165,158.6244,154.4071,4.2173
14783,10.3827,14.6008,4.218
4521,24.4848,28.7034,4.2185
18416,134.9886,130.7694,4.2191
18359,134.9886,130.7694,4.2191
4863,89.978,94.2054,4.2273
4934,89.978,94.2054,4.2273
13684,129.9652,125.7364,4.2288
13776,129.9652,125.7364,4.2288
9206,165.7115,161.4826,4.2289
9467,165.7115,161.4826,4.2289
16712,70.6032,66.3675,4.2357
16119,70.6032,66.3675,4.2357
17413,171.0699,166.834,4.2358
17125,171.0699,166.834,4.2358
8721,21.368,25.6167,4.2486
8591,21.368,25.6167,4.2486
737,2.5556,6.8042,4.2486
8396,50.6991,54.9592,4.2601
8708,50.6991,54.9592,4.2601
17314,99.3651,95.0948,4.2702
17292,99.3651,95.0948,4.2702
13355,31.0021,26.723,4.279
13345,31.0021,26.723,4.279
5322,75.7217,80.0061,4.2844
13824,178.4679,174.1824,4.2854
13828,178.4679,174.1824,4.2854
7453,166.6897,162.4037,4.2859
7783,166.6897,162.4037,4.2859
17117,107.1016,102.8138,4.2877
17422,107.1016,102.8138,4.2877
8312,20.7449,25.0337,4.2887
8311,20.7449,25.0337,4.2887
10787,59.2366,54.9447,4.2919
14670,19.2929,23.5918,4.2988
9311,25.6007,21.3012,4.2995
16657,29.4539,33.7559,4.3019
8534,62.0409,57.7364,4.3045
11326,13.2517,17.5563,4.3045
8975,62.0409,57.7364,4.3045
11328,13.2517,17.5563,4.3045
16308,21.2978,25.6037,4.3059
13261,22.6064,26.9129,4.3064
12948,22.6064,26.9129,4.3064
5592,51.5153,55.8326,4.3172
5423,51.5153,55.8326,4.3172
13225,40.7387,45.0572,4.3185
13014,40.7387,45.0572,4.3185
10145,28.7353,33.0664,4.331
14665,13.7026,18.0344,4.3318
5400,50.1739,54.506,4.332
16408,1.2783,5.615,4.3367
5433,79.7842,75.4417,4.3425
5667,79.7842,75.4417,4.3425
12862,33.8434,38.1865,4.343
13244,33.8434,38.1865,4.343
16305,20.4643,16.1141,4.3502
13054,18.4453,22.7966,4.3513
12911,18.4453,22.7966,4.3513
13778,55.4607,51.101,4.3596
13736,55.4607,51.101,4.3596
9530,144.195,148.5552,4.3601
9843,144.195,148.5552,4.3601
5760,50.2623,54.6247,4.3623
5947,50.2623,54.6247,4.3623
4006,39.9115,44.2847,4.3732
4055,39.9115,44.2847,4.3732
5813,42.8949,47.2683,4.3734
5951,42.8949,47.2683,4.3734
13751,156.8108,152.4341,4.3766
13781,156.8108,152.4341,4.3766
886,1.8904,6.2704,4.3799
13034,58.8835,54.5034,4.38
8493,42.5643,46.9545,4.3901
8977,42.5643,46.9545,4.3901
672,5.0788,9.4695,4.3906
17113,154.9568,150.5539,4.4029
17384,154.9568,150.5539,4.4029
7842,56.869,61.2723,4.4033
11513,77.3195,72.9139,4.4055
11585,77.3195,72.9139,4.4055
12982,16.7099,21.1161,4.4061
13247,16.7099,21.1161,4.4061
17507,116.5404,112.1331,4.4073
17739,116.5404,112.1331,4.4073
2903,1.9137,6.3225,4.4087
5300,14.4749,18.885,4.4101
5299,14.4749,18.885,4.4101
17811,153.8441,149.4181,4.4259
17675,153.8441,149.4181,4.4259
13356,110.3806,114.8101,4.4295
13347,110.3806,114.8101,4.4295
5196,53.6635,58.0985,4.4349
5135,53.6635,58.0985,4.4349
9037,116.8195,121.2597,4.4402
9038,116.8195,121.2597,4.4402
10624,26.3071,30.7483,4.4412
10661,26.3071,30.7483,4.4412
16236,169.511,165.0691,4.4419
16538,169.511,165.0691,4.4419
10729,191.0904,186.6479,4.4425
10492,191.0904,186.6479,4.4425
12936,160.7751,156.3302,4.4448
688,9.6224,14.0766,4.4542
5553,47.19,42.733,4.457
5391,47.19,42.733,4.457
8296,137.4897,133.0303,4.4594
8008,137.4897,133.0303,4.4594
11656,142.7165,138.2439,4.4726
11542,142.7165,138.2439,4.4726
11151,134.135,129.6579,4.4771
11006,134.135,129.6579,4.4771
17339,83.4031,78.9166,4.4865
17014,83.4031,78.9166,4.4865
7203,178.0116,173.5151,4.4964
6895,178.0116,173.5151,4.4964
766,6.3333,10.8314,4.498
13243,18.3371,22.837,4.4999
12979,18.3371,22.837,4.4999
3554,12.4419,16.9482,4.5062
16588,150.8468,146.3376,4.5092
16207,150.8468,146.3376,4.5092
8067,51.395,46.8761,4.5189
8117,51.395,46.8761,4.5189
16680,16.802,12.274,4.5279
16682,16.802,12.274,4.5279
717,3.3431,7.8711,4.5279
11371,13.4572,17.9862,4.5289
11015,13.4572,17.9862,4.5289
1311,7.0404,11.5717,4.5312
6924,37.7618,42.2942,4.5324
7211,37.7618,42.2942,4.5324
16254,137.5521,133.0152,4.5368
16750,137.5521,133.0152,4.5368
9354,93.1027,88.5652,4.5375
9250,93.1027,88.5652,4.5375
17043,24.9078,20.37,4.5378
6406,46.5268,41.9852,4.5415
6409,46.5268,41.9852,4.5415
10484,98.8508,103.3985,4.5476
10346,98.8508,103.3985,4.5476
10811,43.2289,38.6807,4.5482
10812,43.2289,38.6807,4.5482
6163,35.0557,39.6048,4.549
6158,35.0557,39.6048,4.549
5333,101.3498,96.7916,4.5581
5334,101.3498,96.7916,4.5581
9976,31.6712,27.11,4.5611
9914,31.6712,27.11,4.5611
10979,26.6618,31.2236,4.5617
11031,26.6618,31.2236,4.5617
899,21.9196,17.3573,4.5622
3507,5.9438,10.5061,4.5622
5456,84.7753,80.2127,4.5626
5455,84.7753,80.2127,4.5626
14572,4.7486,9.3162,4.5675
16214,94.0798,89.5075,4.5722
16569,94.0798,89.5075,4.5722
9861,117.8968,113.3192,4.5776
9864,117.8968,113.3192,4.5776
17216,86.1534,81.5611,4.5923
17217,86.1534,81.5611,4.5923
10179,27.0614,31.6626,4.6012
10724,105.3404,100.7365,4.6038
10559,105.3404,100.7365,4.6038
7579,86.1567,81.5459,4.6107
7825,86.1567,81.5459,4.6107
3727,13.2094,17.8261,4.6167
3601,13.2094,17.8261,4.6167
13252,36.1957,40.8139,4.6182
12960,36.1957,40.8139,4.6182
5147,101.3793,96.7594,4.6199
5263,101.3793,96.7594,4.6199
4206,17.4047,12.7643,4.6403
13844,140.4671,135.8242,4.6428
13730,140.4671,135.8242,4.6428
5155,32.2429,36.8904,4.6475
5161,32.2429,36.8904,4.6475
3505,6.0776,10.7266,4.649
14420,4.5574,9.223,4.6655
11555,140.3736,135.7051,4.6685
11655,140.3736,135.7051,4.6685
17742,124.9448,120.2732,4.6715
17685,124.9448,120.2732,4.6715
13361,31.2535,35.9324,4.6789
13362,31.2535,35.9324,4.6789
16304,20.2091,15.5296,4.6794
11155,80.1823,84.8677,4.6854
11082,80.1823,84.8677,4.6854
16104,122.501,117.8116,4.6893
16573,122.501,117.8116,4.6893
4665,87.6267,82.935,4.6917
4664,87.6267,82.935,4.6917
3272,1.7352,6.4278,4.6925
8235,13.6774,18.3701,4.6926
8230,13.6774,18.3701,4.6926
16362,21.193,25.8873,4.6943
5173,52.5554,57.2502,4.6948
5256,52.5554,57.2502,4.6948
894,1.9682,6.6737,4.7054
17964,31.4816,36.1884,4.7068
17544,31.4816,36.1884,4.7068
5463,35.6775,40.3927,4.7152
5466,35.6775,40.3927,4.7152
18273,63.4598,68.1771,4.7173
5944,19.6144,24.3333,4.7189
5761,19.6144,24.3333,4.7189
887,1.806,6.5277,4.7216
9245,16.8495,21.5736,4.7241
9381,16.8495,21.5736,4.7241
9862,106.0283,101.29,4.7382
9863,106.0283,101.29,4.7382
5450,40.4428,35.6963,4.7464
5621,40.4428,35.6963,4.7464
17064,13.2979,18.0478,4.7498
893,1.588,6.3382,4.7502
12909,42.7489,37.9957,4.7532
9300,39.3077,44.0702,4.7624
9370,39.3077,44.0702,4.7624
8861,190.0529,185.2895,4.7634
8859,190.0529,185.2895,4.7634
9514,72.5589,77.3239,4.7649
9539,72.5589,77.3239,4.7649
14810,5.9562,10.7272,4.7709
17029,41.2082,36.4262,4.7819
11423,34.502,39.2911,4.789
11667,34.502,39.2911,4.789
3291,13.8045,18.5962,4.7917
3255,13.8045,18.5962,4.7917
18408,176.3146,171.5183,4.7962
18342,176.3146,171.5183,4.7962
4527,43.937,39.1331,4.8039
7300,85.5199,90.3381,4.8181
18515,145.5803,140.7605,4.8197
18314,145.5803,140.7605,4.8197
17003,97.5304,92.7061,4.8242
4496,147.6958,142.8715,4.8242
17337,97.5304,92.7061,4.8242
4366,147.6958,142.8715,4.8242
13701,29.3555,34.1828,4.8272
13875,29.3555,34.1828,4.8272
13234,132.7281,127.898,4.83
12851,132.7281,127.898,4.83
13792,31.811,36.645,4.8339
13697,31.811,36.645,4.8339
11106,181.6573,176.8135,4.8437
11336,181.6573,176.8135,4.8437
7838,49.5528,54.3993,4.8464
9529,103.4053,108.26,4.8547
9531,103.4053,108.26,4.8547
17278,110.5407,105.678,4.8627
17277,110.5407,105.678,4.8627
7196,64.1839,69.0487,4.8648
7795,139.441,134.5748,4.8661
7465,139.441,134.5748,4.8661
11275,22.5769,27.4435,4.8666
9215,105.2064,100.3282,4.8781
9460,105.2064,100.3282,4.8781
7197,71.528,76.4117,4.8836
9834,53.4122,58.3012,4.889
9840,53.4122,58.3012,4.889
5645,70.4003,65.5022,4.8981
5420,70.4003,65.5022,4.8981
5803,52.1524,47.2477,4.9046
5824,52.1524,47.2477,4.9046
8503,24.0931,29.0008,4.9076
8819,24.0931,29.0008,4.9076
11227,81.2885,86.2049,4.9164
10778,81.2885,86.2049,4.9164
13816,33.604,38.5207,4.9167
13877,33.604,38.5207,4.9167
5001,64.7714,69.6905,4.9191
790,31.6375,36.5626,4.925
5970,82.6091,87.5381,4.929
5871,82.6091,87.5381,4.929
14595,32.1531,37.0829,4.9297
11025,68.2675,63.3335,4.934
3463,5.2379,10.1741,4.9361
6122,165.091,160.1533,4.9377
6182,165.091,160.1533,4.9377
621,12.2557,17.1978,4.9421
5189,20.5235,25.4659,4.9423
5198,20.5235,25.4659,4.9423
13616,58.8496,53.9037,4.9459
11520,176.0916,171.1427,4.9489
11592,176.0916,171.1427,4.9489
3869,19.1511,24.1049,4.9538
3866,19.1511,24.1049,4.9538
5547,69.6204,74.5807,4.9602
5407,69.6204,74.5807,4.9602
11439,29.8918,34.8531,4.9612
7685,51.0695,46.1065,4.963
7490,51.0695,46.1065,4.963
11243,43.2296,48.1986,4.969
8739,51.0762,46.1041,4.972
8544,51.0762,46.1041,4.972
16134,22.6095,17.626,4.9835
8550,18.445,13.4606,4.9843
8966,18.445,13.4606,4.9843
8693,86.5046,81.5134,4.9911
8422,86.5046,81.5134,4.9911
9340,12.9216,17.9206,4.999
13728,18.2662,23.2689,5.0026
6093,58.4554,63.459,5.0036
6059,58.4554,63.459,5.0036
13688,129.519,124.5125,5.0064
13854,129.519,124.5125,5.0064
4703,70.3427,65.3348,5.0079
4707,70.3427,65.3348,5.0079
4442,172.9223,177.933,5.0106
4308,172.9223,177.933,5.0106
9756,25.0289,30.0405,5.0116
9742,25.0289,30.0405,5.0116
17316,69.8424,64.8293,5.013
17290,69.8424,64.8293,5.013
7127,29.9224,34.9485,5.026
7010,29.9224,34.9485,5.026
5869,43.5198,38.4907,5.0291
5718,43.5198,38.4907,5.0291
5017,19.5944,24.6292,5.0348
4969,19.5944,24.6292,5.0348
4385,253.0234,247.9873,5.036
4250,253.0234,247.9873,5.036
16069,27.9255,32.9638,5.0383
16440,27.9255,32.9638,5.0383
16138,27.9488,32.9886,5.0398
16616,27.9488,32.9886,5.0398
13131,39.4816,44.5226,5.0409
13202,39.4816,44.5226,5.0409
5792,24.3253,29.3683,5.0429
5840,24.3253,29.3683,5.0429
686,5.9426,10.9857,5.0431
17587,43.2173,48.2612,5.0439
17547,43.2173,48.2612,5.0439
11355,110.3311,105.2783,5.0528
10752,110.3311,105.2783,5.0528
11261,85.4873,80.4254,5.0618
18382,132.3268,127.2645,5.0622
18410,132.3268,127.2645,5.0622
4493,208.249,203.1803,5.0686
4362,208.249,203.1803,5.0686
10101,50.4964,55.5835,5.0871
10100,50.4964,55.5835,5.0871
8505,41.5954,46.6835,5.0881
8927,41.5954,46.6835,5.0881
16428,95.6194,90.5295,5.0898
16422,95.6194,90.5295,5.0898
10001,32.8163,37.9069,5.0906
9927,32.8163,37.9069,5.0906
17235,81.5482,76.455,5.0931
17234,81.5482,76.455,5.0931
18349,137.8574,132.7584,5.099
18514,137.8574,132.7584,5.099
11274,22.5769,27.6772,5.1003
8928,41.5988,46.6994,5.1006
8506,41.5988,46.6994,5.1006
11498,106.8905,101.7897,5.1007
11640,106.8905,101.7897,5.1007
11042,17.819,22.9206,5.1016
10999,17.819,22.9206,5.1016
14668,19.5284,24.6326,5.1041
17259,85.9906,80.8845,5.106
17258,85.9906,80.8845,5.106
3624,21.1292,26.2363,5.1071
3710,21.1292,26.2363,5.1071
13487,144.8379,139.7288,5.1091
13486,144.8379,139.7288,5.1091
7623,64.2246,69.3407,5.116
10168,66.4274,61.3084,5.119
10087,66.4274,61.3084,5.119
11468,117.6999,112.5781,5.1217
11622,117.6906,112.566,5.1245
11464,117.6906,112.566,5.1245
10401,18.3903,13.2634,5.1268
5007,86.4267,91.5592,5.1324
14624,60.0369,65.1729,5.136
16718,38.4322,33.2934,5.1388
16113,38.4322,33.2934,5.1388
16116,38.9882,33.845,5.1432
16720,38.9882,33.845,5.1432
9574,71.6635,76.8099,5.1463
9520,71.6635,76.8099,5.1463
14506,50.0138,44.8667,5.147
6496,48.2298,43.0748,5.1549
6328,48.2298,43.0748,5.1549
9347,26.2089,31.3655,5.1566
17026,38.5381,33.3771,5.161
6929,29.0608,34.2281,5.1673
6937,29.0608,34.2281,5.1673
6492,106.9679,101.7922,5.1756
6488,106.9679,101.7922,5.1756
16724,39.1371,33.9587,5.1783
16114,39.1371,33.9587,5.1783
4972,56.253,61.4318,5.1787
4861,56.253,61.4318,5.1787
10717,68.7414,63.5609,5.1804
10718,68.7414,63.5609,5.1804
17591,77.3659,82.5475,5.1815
736,6.2915,11.4833,5.1917
12908,186.6535,181.461,5.1924
13032,186.6535,181.461,5.1924
8669,10.8368,16.0307,5.1938
8641,10.8368,16.0307,5.1938
16656,16.0443,21.2382,5.1939
770,4.4136,9.6123,5.1986
17121,154.5277,149.3208,5.2069
17418,154.5277,149.3208,5.2069
6248,67.2066,61.993,5.2135
6218,67.2066,61.993,5.2135
7060,184.4167,179.1975,5.2192
7051,184.4167,179.1975,5.2192
7512,54.2595,59.4798,5.2203
16120,38.5585,33.3328,5.2256
16709,38.5585,33.3328,5.2256
5656,50.1732,44.9456,5.2276
5658,50.1732,44.9456,5.2276
6181,54.2936,49.0626,5.2309
6116,54.2936,49.0626,5.2309
18564,88.3996,83.166,5.2336
18563,88.3996,83.166,5.2336
645,7.174,12.4082,5.2342
18365,81.4766,76.2399,5.2366
18535,81.4766,76.2399,5.2366
5971,33.3572,38.5948,5.2376
5874,33.3572,38.5948,5.2376
16722,35.9437,30.7008,5.2429
16139,35.9437,30.7008,5.2429
12926,35.4637,40.7116,5.2478
13199,35.4637,40.7116,5.2478
4001,74.5653,69.3165,5.2487
4069,74.5653,69.3165,5.2487
9818,6.1129,11.3773,5.2643
712,6.8356,12.1005,5.2648
18056,15.8244,21.093,5.2685
17388,183.7586,178.4837,5.2749
17085,183.7586,178.4837,5.2749
13301,163.0886,157.7977,5.2909
12973,163.0886,157.7977,5.2909
4120,44.6101,39.3123,5.2977
4311,135.8414,130.5434,5.298
4445,135.8414,130.5434,5.298
615,9.3156,14.6144,5.2987
11064,155.7482,150.447,5.3011
10971,155.7482,150.447,5.3011
3511,6.8587,12.1618,5.303
9845,109.066,114.382,5.316
9553,109.066,114.382,5.316
10893,19.4291,24.7456,5.3164
10828,19.4291,24.7456,5.3164
13379,103.577,98.2565,5.3205
12810,103.577,98.2565,5.3205
18231,92.3672,87.044,5.3232
18419,92.3672,87.044,5.3232
5897,70.5073,65.1824,5.3249
5896,70.5073,65.1824,5.3249
6461,13.9807,19.3099,5.3292
17142,184.3038,178.9643,5.3394
17405,184.3038,178.9643,5.3394
14415,33.5626,38.9023,5.3396
17086,224.9203,219.5755,5.3448
17385,224.9203,219.5755,5.3448
9879,81.8529,76.5069,5.346
9556,81.8529,76.5069,5.346
10025,44.0934,49.4404,5.347
9995,44.0934,49.4404,5.347
4659,81.6584,76.3072,5.3512
4658,81.6584,76.3072,5.3512
14543,2.4861,7.8432,5.3571
10728,137.1017,131.7341,5.3676
10694,137.1017,131.7341,5.3676
17325,15.0245,20.4032,5.3787
17324,15.0245,20.4032,5.3787
710,12.6316,18.0147,5.3831
5942,19.0934,24.479,5.3855
5819,19.0934,24.479,5.3855
11644,184.2469,178.8601,5.3867
11514,184.2469,178.8601,5.3867
5041,24.9897,30.3825,5.3927
5040,24.9897,30.3825,5.3927
9535,48.6573,54.0548,5.3974
9523,48.6573,54.0548,5.3974
11279,39.4404,44.8384,5.398
11387,39.4404,44.8384,5.398
17514,13.8841,19.2839,5.3998
17523,16.3712,21.7786,5.4074
17765,16.3712,21.7786,5.4074
9349,13.6188,19.028,5.4091
11004,39.0176,44.4284,5.4108
11040,39.0176,44.4284,5.4108
16191,144.1861,138.7718,5.4142
16554,144.1861,138.7718,5.4142
683,9.7706,15.1854,5.4147
10400,70.3942,64.9773,5.4168
10502,70.3942,64.9773,5.4168
8947,14.6493,20.0698,5.4205
8958,14.6493,20.0698,5.4205
5126,27.7949,22.3727,5.4222
5304,27.7949,22.3727,5.4222
11422,38.9665,44.3905,5.4239
11603,38.9665,44.3905,5.4239
18583,181.0772,175.6518,5.4254
18469,181.0772,175.6518,5.4254
11037,17.2371,22.6742,5.4371
10996,17.2371,22.6742,5.4371
4034,16.3068,21.7462,5.4394
7134,47.0491,52.4994,5.4502
7035,47.0491,52.4994,5.4502
624,9.3088,14.7701,5.4613
7883,215.7511,210.2864,5.4647
7882,215.7511,210.2864,5.4647
16111,36.9129,31.4456,5.4673
16714,36.9129,31.4456,5.4673
9211,139.4073,133.9318,5.4754
9466,139.4073,133.9318,5.4754
13350,145.0379,139.5583,5.4796
12829,145.0379,139.5583,5.4796
7658,34.1764,39.6665,5.4901
7706,34.1764,39.6665,5.4901
7966,63.3214,57.8294,5.492
7965,63.3214,57.8294,5.492
17154,159.8315,154.3299,5.5016
17155,159.8315,154.3299,5.5016
10522,37.7398,43.2423,5.5024
10381,37.7398,43.2423,5.5024
9767,41.6452,47.1524,5.5072
10626,46.7202,41.2122,5.508
10666,46.7202,41.2122,5.508
9548,64.2504,69.7687,5.5182
9765,64.2504,69.7687,5.5182
17766,18.4125,23.9349,5.5224
17529,18.4125,23.9349,5.5224
731,19.5111,25.0397,5.5285
7856,97.7752,92.2379,5.5372
7755,97.7752,92.2379,5.5372
7711,41.5814,47.1196,5.5381
7529,41.5814,47.1196,5.5381
687,8.7175,14.259,5.5414
17404,147.335,141.7925,5.5425
17141,147.335,141.7925,5.5425
17118,175.5972,170.0544,5.5427
17420,175.5972,170.0544,5.5427
17416,74.5044,68.9435,5.5608
17112,74.5044,68.9435,5.5608
6367,60.5529,54.9909,5.5619
6366,60.5529,54.9909,5.5619
14669,23.3547,28.9359,5.5812
14801,7.2489,12.8307,5.5818
13613,57.6571,52.0721,5.585
5447,31.7925,26.2012,5.5912
5623,31.7925,26.2012,5.5912
13772,59.7327,54.1348,5.5979
13739,59.7327,54.1348,5.5979
5973,56.8687,62.4672,5.5984
5775,56.8687,62.4672,5.5984
14594,41.0042,46.6085,5.6042
17367,219.6267,214.0186,5.6081
17095,219.6267,214.0186,5.6081
14788,9.9928,15.6015,5.6086
13212,177.2078,171.5967,5.6111
13469,177.2078,171.5967,5.6111
4898,91.7714,86.1533,5.618
4907,91.7714,86.1533,5.618
10891,37.9313,43.5537,5.6224
10916,37.9313,43.5537,5.6224
17280,128.3855,122.7628,5.6227
17279,128.3855,122.7628,5.6227
9451,111.2999,105.6769,5.6229
9249,111.2999,105.6769,5.6229
3697,19.896,25.524,5.628
3696,19.896,25.524,5.628
11658,145.7857,140.1559,5.6297
11554,145.7857,140.1559,5.6297
18390,120.7303,115.0987,5.6316
18426,120.7303,115.0987,5.6316
16127,36.261,30.6273,5.6336
